batch_id,census_input_address,census_match_status,census_match_type,census_matched_address,census_coordinates,census_lon,census_lat,census_tigerline_id,census_tigerline_side,census_state_fips,census_county_fips,candidate_fips,census_tract,census_block,census_raw_field_count
400109__2023__383,"SANTA CRUZ # 70, BAYAMON, PR, 00959",Match,Non_Exact,"70 CLL SANTA CRUZ, BAYAMON, PR, 00961","-66.145936103893,18.396426785595",-66.145936103893,18.396426785595,206019123,L,72,021,72021,030300,3014,12
400109__2023__384,"SANTA CRUZ, BAYAMON, PR, 00959",No_Match,,,,,,,,,,,,,3
110192__2024__195,"1700 MEDICAL WAY, SNELLVILLE, GA, 30278",Match,Non_Exact,"1700 MEDICAL WAY, SNELLVILLE, GA, 30078","-84.019727551159,33.877582033732",-84.019727551159,33.877582033732,88938144,L,13,135,13135,050762,1024,12
400048__2024__400,"AVE PEDRO ALBIZU CAMPOS, GUAYAMA, PR, 00785",No_Match,,,,,,,,,,,,,3
341329__2023__288,"125 HOSPITAL DRIVE, SPRUCE PINE, NC, 28777",Match,Exact,"125 HOSPITAL DR, SPRUCE PINE, NC, 28777","-82.062717257261,35.91056855948",-82.062717257261,35.91056855948,639517616,R,37,121,37121,950300,3012,12
373303__2024__375,"6800 NW 39TH EXPRESSWAY, BETHANY, OK, 73008",Match,Exact,"6800 NW 39TH EXPY, BETHANY, OK, 73008","-97.632268672892,35.512047310729",-97.632268672892,35.512047310729,606153141,L,40,109,40109,106803,3007,12
054095__2023__151,"11878 AVENUE OF INDUSTRY, SAN DIEGO, CA, 92128",Match,Exact,"11878 AVE OF INDUSTRY, SAN DIEGO, CA, 92128","-117.075543257072,32.990641497808",-117.075543257072,32.990641497808,195316256,L,06,073,06073,017056,1002,12
424013__2024__126,"910 COOK ROAD, ORANGEBURG, SC, 29118",Match,Exact,"910 COOK RD, ORANGEBURG, SC, 29118","-80.820811567542,33.530854453629",-80.820811567542,33.530854453629,605672691,R,45,075,45075,011100,2030,12
100189__2023__178,"2801 NORTH STATE ROAD 7, MARGATE, FL, 33063",Match,Non_Exact,"2801 STATE HWY 7, MARGATE, FL, 33063","-80.20177952694,26.261728186644",-80.20177952694,26.261728186644,639381190,R,12,011,12011,020205,1000,12
040156__2023__348,"2100 NORTH SEVENTH STREET, WEST MEMPHIS, AR, 72301",Match,Exact,"2100 N 7TH ST, WEST MEMPHIS, AR, 72301","-90.175882705206,35.16785758116",-90.175882705206,35.16785758116,645501580,L,05,035,05035,030803,1046,12
191326__2023__352,"401 FIRST ST., BERNICE, LA, 71222",Match,Exact,"401 1ST ST, BERNICE, LA, 71222","-92.65737603291,32.824338629395",-92.65737603291,32.824338629395,640445623,L,22,111,22111,960200,3041,12
451331__2024__339,"1411 DENVER, DALHART, TX, 79022",Match,Non_Exact,"1411 DENVER AVE, DALHART, TX, 79022","-102.521745176233,36.052226680853",-102.521745176233,36.052226680853,164626424,L,48,205,48205,950200,3046,12
271346__2024__426,"1202 3RD STREET WEST, ROUNDUP, MT, 59072",Match,Exact,"1202 3RD ST W, ROUNDUP, MT, 59072","-108.546275884112,46.453406255953",-108.546275884112,46.453406255953,170777590,L,30,065,30065,000200,2023,12
491309__2024__358,"127 HEALTH CARE DR, PENNINGTON GAP, VA, 24277",Match,Exact,"127 HEALTH CARE DR, PENNINGTON GAP, VA, 24277","-83.049780955196,36.749369450134",-83.049780955196,36.749369450134,655455436,L,51,105,51105,950301,1019,12
141311__2024__294,"303 NW 11TH ST, FAIRFIELD, IL, 62837",Match,Exact,"303 NW 11TH ST, FAIRFIELD, IL, 62837","-88.374512352239,38.38103214184",-88.374512352239,38.38103214184,39173277,L,17,191,17191,955200,2003,12
390016__2024__212,"1211 WILMINGTON AVENUE, NEW CASTLE, PA, 16105",Match,Exact,"1211 WILMINGTON AVE, NEW CASTLE, PA, 16105","-80.350968615582,41.013048141979",-80.350968615582,41.013048141979,65178637,L,42,073,42073,000300,2001,12
064024__2023__065,"8565 S POPLAR WAY, LITTLETON, CO, 80130",Match,Exact,"8565 S POPLAR WAY, LITTLETON, CO, 80130","-104.907083903473,39.561056113104",-104.907083903473,39.561056113104,130819268,R,08,035,08035,014138,2004,12
050351__2024__006,"3330 LOMITA BOULEVARD, TORRANCE, CA, 90505",Match,Exact,"3330 LOMITA BLVD, TORRANCE, CA, 90505","-118.343400694767,33.812451986962",-118.343400694767,33.812451986962,641497013,L,06,037,06037,651101,2023,12
051330__2024__307,"1111 N NAGLE STREET, ALTURAS, CA, 96101",Match,Exact,"1111 N NAGLE ST, ALTURAS, CA, 96101","-120.552999544508,41.491386064755",-120.552999544508,41.491386064755,657618961,L,06,049,06049,000100,4004,12
021313__2024__254,"4300 BARTLETT ST., HOMER, AK, 99603",Match,Exact,"4300 BARTLETT ST, HOMER, AK, 99603","-151.550026606076,59.651652529192",-151.550026606076,59.651652529192,656156419,R,02,122,02122,001000,2001,12
393304__2024__125,"5618 KENTUCKY AVENUE, PITTSBURGH, PA, 15232",Match,Exact,"5618 KENTUCKY AVE, PITTSBURGH, PA, 15232","-79.931040377621,40.450148424331",-79.931040377621,40.450148424331,51645155,R,42,003,42003,070300,2009,12
393036__2024__087,"150 MUNDY ST, WILKES-BARRE, PA, 18436",Match,Non_Exact,"150 MUNDY ST, WILKES BARRE, PA, 18702","-75.854295986156,41.244352480088",-75.854295986156,41.244352480088,80941613,L,42,079,42079,215200,2002,12
131308__2023__361,"402 OLD STATE HIGHWAY, CASCADE, ID, 83611",Match,Exact,"402 OLD STATE HWY, CASCADE, ID, 83611","-116.049512855933,44.517727379925",-116.049512855933,44.517727379925,141476553,L,16,085,16085,970100,3345,12
260027__2023__172,"2316 E MEYER BLVD, KANSAS CITY, MO, 64132",Match,Exact,"2316 E MEYER BLVD, KANSAS CITY, MO, 64132","-94.558934274541,39.007215370897",-94.558934274541,39.007215370897,91456536,L,29,095,29095,008700,1001,12
050211__2024__220,"2070 CLINTON AVE, ALAMEDA, CA, 94501",Match,Exact,"2070 CLINTON AVE, ALAMEDA, CA, 94501","-122.253730339647,37.763223002918",-122.253730339647,37.763223002918,606851994,R,06,001,06001,428500,2007,12
030115__2023__020,"9201 WEST THOMAS ROAD, PHOENIX, AZ, 85037",No_Match,,,,,,,,,,,,,3
230089__2024__187,"468 CADIEUX ROAD, GROSSE POINTE, MI, 48230",Match,Exact,"468 CADIEUX RD, GROSSE POINTE, MI, 48230","-82.915346800148,42.3842609545",-82.915346800148,42.3842609545,642524253,R,26,163,26163,550400,1021,12
241355__2023__274,"705 EAST 18TH STREEET, GLENCOE, MN, 55336",No_Match,,,,,,,,,,,,,3
033039__2023__091,"13060 WEST BELL ROAD, SURPRISE, AZ, 85378",Match,Exact,"13060 W BELL RD, SURPRISE, AZ, 85378","-112.341583056252,33.638785166886",-112.341583056252,33.638785166886,657459981,R,04,013,04013,040507,5025,12
670285__2023__359,"23330 HIGHWAY 59 N, KINGWOOD, TX, 77339",No_Match,,,,,,,,,,,,,3
400014__2023__140,"349 KM 2.7, MAYAGUEZ, PR, 00680",No_Match,,,,,,,,,,,,,3
174023__2023__118,"2114 N 127 COURT E, WICHITA, KS, 67206",Match,Exact,"2114 N 127TH CT E, WICHITA, KS, 67206","-97.188627614451,37.721678694378",-97.188627614451,37.721678694378,645793167,L,20,173,20173,010115,1020,12
191317__2023__322,"165 BEECH SPRINGS ROAD, JONESBORO, LA, 71251",Match,Exact,"165 BEECH SPRINGS RD, JONESBORO, LA, 71251","-92.715590696035,32.25246949375",-92.715590696035,32.25246949375,161003402,R,22,049,22049,970500,1038,12
174023__2023__117,"2114 N 127 COURT E SUITE 100, WICHITA, KS, 67206",Match,Exact,"2114 N 127TH CT E, WICHITA, KS, 67206","-97.188627614451,37.721678694378",-97.188627614451,37.721678694378,645793167,L,20,173,20173,010115,1020,12
230017__2023__010,"601 JOHN STREET, KALAMAZOO, MI, 49007",Match,Exact,"601 JOHN ST, KALAMAZOO, MI, 49007","-85.581267522405,42.286154661725",-85.581267522405,42.286154661725,648357602,L,26,077,26077,000900,2007,12
214004__2024__165,"6655 SYKESVILLE RD, SYKESVILLE, MD, 21784",Match,Exact,"6655 SYKESVILLE RD, SYKESVILLE, MD, 21784","-76.959975340396,39.39205527391",-76.959975340396,39.39205527391,653250007,L,24,013,24013,505203,2005,12
114010__2023__189,"2151 PEACHFORD ROAD, ATLANTA, GA, 30338",Match,Exact,"2151 PEACHFORD RD, ATLANTA, GA, 30338","-84.305218021817,33.923284440358",-84.305218021817,33.923284440358,23399238,R,13,089,13089,021224,2002,12
371338__2024__337,"400 EAST CHESTNUT, HOLLIS, OK, 73550",Match,Non_Exact,"400 E CHESTNUT ST, HOLLIS, OK, 73550","-99.914803388186,34.691532357739",-99.914803388186,34.691532357739,164523588,R,40,057,40057,967800,2026,12
270051__2023__180,"310 SUNNYVIEW LANE, KALISPELL, MT, 59901",Match,Exact,"310 SUNNYVIEW LN, KALISPELL, MT, 59901","-114.324780414868,48.215514722945",-114.324780414868,48.215514722945,204130289,R,30,029,30029,000903,1016,12
364029__2023__204,"35900 EUCLID AVENUE, WILLOUGHBY, OH, 44094",Match,Exact,"35900 EUCLID AVE, WILLOUGHBY, OH, 44094","-81.432607349326,41.626398427203",-81.432607349326,41.626398427203,137460549,R,39,085,39085,201300,2007,12
021307__2023__431,"602 CHASE STREET, CORDOVA, AK, 99574",Match,Non_Exact,"602 CHASE AVE, CORDOVA, AK, 99574","-145.752851371568,60.541274580676",-145.752851371568,60.541274580676,636161872,R,02,063,02063,000200,1120,12
400061__2024__138,"BO. MONACILLO, SAN JUAN, PR, 00922",No_Match,,,,,,,,,,,,,3
374016__2023__152,"1000 ROLLING HILLS LANE, ADA, OK, 74820",Match,Exact,"1000 ROLLING HILLS LN, ADA, OK, 74820","-96.629519227505,34.784003733911",-96.629519227505,34.784003733911,639752725,R,40,123,40123,088802,1017,12
100204__2024__008,"6500 W NEWBERRY ROAD, GAINESVILLE, FL, 32605",Match,Exact,"6500 W NEWBERRY RD, GAINESVILLE, FL, 32605","-82.410659687636,29.659772315249",-82.410659687636,29.659772315249,640547985,R,12,001,12001,001702,3015,12
400004__2024__402,"SERGIO CUEVAS BUSTAMTE, SANJUAN, PR, 00969",No_Match,,,,,,,,,,,,,3
100269__2024__177,"13001 STATE ROAD 80, LOXAHATCHEE, FL, 33470",No_Match,,,,,,,,,,,,,3
