export_priority_rank,fips,county,state_abbr,export_priority_score,preboom_classifier_score,breakout_probability_rank,breakout_probability_rank_pct,investable_residual_model_score,residual_model_score,residual_upside_rank,residual_upside_rank_pct,preboom_prior_momentum_rank_pct,emerging_market_depth_adequacy,wave3_net_support,wave3_support_score,wave3_brake_score,short_thesis,structural_summary,support_narrative,brake_narrative,next_diligence_check
36,21133,"Letcher County, Kentucky",KY,0.8957649092480553,0.5854898574460019,74,0.9684528954191876,0.04717604170029412,0.05697491974691512,94,0.95980985306828,0.0829552819183409,0.5700354607716868,0.1741518766477424,0.5603993376939317,0.3862474610461893,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 8.3%, inside the not-hot gate. Market-depth adequacy is moderate (0.570).",Wave 3 support is moderate; structural brakes are light. Supports: optionality is moderate (0.629). Brakes: no major structural brakes flagged.,Structural support: optionality is moderate (0.629),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
37,22101,"St. Mary Parish, Louisiana",LA,0.8949870354364736,0.7407139231592521,9,0.996542783059637,0.07383222570206456,0.07453024428045842,25,0.989628349178911,0.12410887880751782,0.9765860629757497,-0.2814415363563649,0.4517245985309339,0.7331661348872988,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 12.4%, inside the not-hot gate. Market-depth adequacy is high (0.977).",Wave 3 support is moderate; structural brakes are heavy. Supports: scarcity/amenity balance is moderate (0.641). Brakes: wetlands constraint is heavy (0.978); fragility pressure is heavy (0.773); constraint complexity is moderate (0.647).,Structural support: scarcity/amenity balance is moderate (0.641),Structural brakes: wetlands constraint is heavy (0.978); fragility pressure is heavy (0.773); constraint complexity is moderate (0.647),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
38,46081,"Lawrence County, South Dakota",SD,0.8941875540190146,0.47375275677530354,180,0.9226447709593777,0.027185335447767092,0.028407876275778322,207,0.9109766637856526,0.4646791963707064,0.8924118071918652,0.1430121971336919,0.5681295467557812,0.4251173496220892,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 46.5%, inside the not-hot gate. Market-depth adequacy is high (0.892).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.659); site-thesis support is moderate (0.608). Brakes: constraint pressure is moderate (0.580).,Structural support: optionality is moderate (0.659); site-thesis support is moderate (0.608),Structural brakes: constraint pressure is moderate (0.580),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
39,26061,"Houghton County, Michigan",MI,0.8937770095073466,0.559707250362393,90,0.9615384615384616,0.013209994760357953,0.013812722713804832,342,0.8526361279170268,0.3723266364225535,0.8909107266656966,0.153890298220951,0.6670026252345564,0.5131123270136054,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 37.2%, inside the not-hot gate. Market-depth adequacy is high (0.891).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.860); fragility/support balance is strong (0.730); site-thesis support is moderate (0.641). Brakes: wetlands constraint is heavy (0.719); constraint pressure is moderate (0.601).,Structural support: scarcity/amenity balance is strong (0.860); fragility/support balance is strong (0.730); site-thesis support is moderate (0.641),Structural brakes: wetlands constraint is heavy (0.719); constraint pressure is moderate (0.601),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
40,50015,"Lamoille County, Vermont",VT,0.8931719965427831,0.4778833907137474,172,0.9261019878997407,0.08248798885485613,0.08679724586871909,14,0.9943820224719101,0.313350615683733,0.8758815164371483,0.0116142810719008,0.5279720421647722,0.5163577610928713,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 31.3%, inside the not-hot gate. Market-depth adequacy is high (0.876).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is heavy (0.720); wetlands constraint is moderate (0.568).,Structural support: no major structural supports flagged,Structural brakes: constraint pressure is heavy (0.720); wetlands constraint is moderate (0.568),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
41,39009,"Athens County, Ohio",OH,0.8927830596369923,0.46558356064052836,190,0.918323249783924,0.036494224098401896,0.03708369822201353,148,0.9364736387208298,0.4115359688917693,0.9602605624658468,0.0631122135033979,0.5574500341383197,0.4943378206349217,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 41.2%, inside the not-hot gate. Market-depth adequacy is high (0.960).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.651). Brakes: constraint pressure is moderate (0.624).,Structural support: optionality is moderate (0.651),Structural brakes: constraint pressure is moderate (0.624),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
42,08117,"Summit County, Colorado",CO,0.8924373379429559,0.49306142608969245,156,0.9330164217804667,0.01249599649277961,0.012843680958753713,348,0.8500432152117545,0.14322747893713544,0.9323238277463718,0.1911223716153263,0.6698867247055272,0.4787643530902009,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 14.3%, inside the not-hot gate. Market-depth adequacy is high (0.932).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.844); fragility/support balance is strong (0.697); site-thesis support is moderate (0.668). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.844); fragility/support balance is strong (0.697); site-thesis support is moderate (0.668),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
43,37111,"McDowell County, North Carolina",NC,0.8913353500432152,0.41990520112832097,277,0.8807260155574762,0.03754825724527424,0.03762908643134946,140,0.9399308556611927,0.4630589760207388,0.9946298732084097,0.1054820941635827,0.5963506653520836,0.4908685711885008,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 46.3%, inside the not-hot gate. Market-depth adequacy is high (0.995).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.710); optionality is moderate (0.660); site-thesis support is moderate (0.612). Brakes: constraint pressure is moderate (0.574).,Structural support: scarcity/amenity balance is strong (0.710); optionality is moderate (0.660); site-thesis support is moderate (0.612),Structural brakes: constraint pressure is moderate (0.574),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
44,42123,"Warren County, Pennsylvania",PA,0.891162489196197,0.4923443384410659,157,0.9325842696629213,0.024369397386709936,0.025157102923455632,236,0.8984442523768367,0.5291639662994168,0.9217213584626169,0.1090280094721529,0.5968337485045578,0.4878057390324049,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 52.9%, inside the not-hot gate. Market-depth adequacy is high (0.922).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.765); fragility/support balance is moderate (0.601). Brakes: constraint pressure is moderate (0.670).,Structural support: scarcity/amenity balance is strong (0.765); fragility/support balance is moderate (0.601),Structural brakes: constraint pressure is moderate (0.670),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
45,37153,"Richmond County, North Carolina",NC,0.8909248055315471,0.5668769701245444,85,0.9636992221261884,0.048813567018669686,0.04966145731722977,85,0.9636992221261884,0.41250810110174985,0.9573164812127898,-0.0921908018518161,0.51053272134806,0.6027235231998762,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 41.3%, inside the not-hot gate. Market-depth adequacy is high (0.957).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is moderate (0.631). Brakes: wetlands constraint is moderate (0.638); fragility pressure is moderate (0.629); constraint complexity is moderate (0.585).,Structural support: scarcity/amenity balance is moderate (0.631),Structural brakes: wetlands constraint is moderate (0.638); fragility pressure is moderate (0.629); constraint complexity is moderate (0.585),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
46,42051,"Fayette County, Pennsylvania",PA,0.8893690579083837,0.5531716891361986,94,0.95980985306828,0.017909596022363472,0.019999606577176518,290,0.8751080380293863,0.2151652624756967,0.7387435414356902,0.2004631095689263,0.6115917259460042,0.4111286163770778,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 21.5%, inside the not-hot gate. Market-depth adequacy is high (0.739).",Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is moderate (0.654); optionality is moderate (0.650); scarcity/amenity balance is moderate (0.633). Brakes: no major structural brakes flagged.,Structural support: fragility/support balance is moderate (0.654); optionality is moderate (0.650); scarcity/amenity balance is moderate (0.633),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
47,21193,"Perry County, Kentucky",KY,0.8885479688850476,0.48424872761440835,164,0.9295592048401037,0.03895488099174777,0.043471795460729705,130,0.9442523768366465,0.21062864549578741,0.740238790397886,0.1424667447997377,0.5362836432566096,0.3938168984568718,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 21.1%, inside the not-hot gate. Market-depth adequacy is high (0.740).",Wave 3 support is moderate; structural brakes are light. Supports: optionality is moderate (0.645). Brakes: no major structural brakes flagged.,Structural support: optionality is moderate (0.645),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
48,30063,"Missoula County, Montana",MT,0.8884615384615384,0.5777949700816263,76,0.9675885911840968,0.017158641838551,0.01941363509706533,298,0.8716508210890234,0.533700583279326,0.7096121814333467,0.2010702738674933,0.6571305276012185,0.4560602537337251,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 53.4%, inside the not-hot gate. Market-depth adequacy is high (0.710).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.785); optionality is strong (0.671); site-thesis support is moderate (0.650). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.785); optionality is strong (0.671); site-thesis support is moderate (0.650),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
49,16019,"Bonneville County, Idaho",ID,0.8877700950734659,0.6625842000382623,34,0.9857389801210026,0.03599021002129792,0.040960099910893846,152,0.9347450302506483,0.13836681788723265,0.696662733952822,0.0599250429343566,0.6126369238743082,0.5527118809399516,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 13.8%, inside the not-hot gate. Market-depth adequacy is moderate (0.697).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.789); optionality is moderate (0.659); site-thesis support is moderate (0.642). Brakes: fragility pressure is moderate (0.595); constraint complexity is moderate (0.566); constraint pressure is moderate (0.555).,Structural support: scarcity/amenity balance is strong (0.789); optionality is moderate (0.659); site-thesis support is moderate (0.642),Structural brakes: fragility pressure is moderate (0.595); constraint complexity is moderate (0.566); constraint pressure is moderate (0.555),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
50,54069,"Ohio County, West Virginia",WV,0.8857389801210026,0.35081773461768617,422,0.8180639585133967,0.034619618364372974,0.0347537233739172,160,0.9312878133102852,0.2744653272845107,0.990353191217716,0.2703269852966414,0.6380580010214814,0.3677310157248399,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 27.4%, inside the not-hot gate. Market-depth adequacy is high (0.990).",Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.763); optionality is strong (0.698); developability is moderate (0.610). Brakes: no major structural brakes flagged.,Structural support: fragility/support balance is strong (0.763); optionality is strong (0.698); developability is moderate (0.610),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
51,35055,"Taos County, New Mexico",NM,0.8854148660328436,0.8328614841618245,3,0.9991356957649092,-0.006082821151530723,-0.006321772403161547,572,0.7532411408815903,0.06772521062864549,0.9055046447451496,0.1942637597881878,0.6202119316835273,0.4259481718953394,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 6.8%, inside the not-hot gate. Market-depth adequacy is high (0.906).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is strong (0.677); site-thesis support is moderate (0.655); scarcity/amenity balance is moderate (0.634). Brakes: no major structural brakes flagged.,Structural support: optionality is strong (0.677); site-thesis support is moderate (0.655); scarcity/amenity balance is moderate (0.634),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
52,21131,"Leslie County, Kentucky",KY,0.8851771823681935,0.7550838152615702,7,0.9974070872947277,0.03622421670102125,0.05080527177465939,151,0.9351771823681936,0.5320803629293583,0.28250285037787837,0.2603492423024856,0.6648978185322418,0.4045485762297562,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 53.2%, inside the not-hot gate. Market-depth adequacy is low (0.283).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.751); optionality is strong (0.706); site-thesis support is moderate (0.658). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.751); optionality is strong (0.706); site-thesis support is moderate (0.658),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
53,39105,"Meigs County, Ohio",OH,0.8850043215211755,0.5968703331306423,61,0.9740708729472775,0.04407155189849584,0.05247792269683458,113,0.9515989628349178,0.11471160077770577,0.5995282222344045,0.1038574365613929,0.5273287326692705,0.4234712961078776,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 11.5%, inside the not-hot gate. Market-depth adequacy is moderate (0.600).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.604). Brakes: no major structural brakes flagged.,Structural support: optionality is moderate (0.604),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
54,21235,"Whitley County, Kentucky",KY,0.8848962834917892,0.49383684467630085,154,0.9338807260155575,0.015307832189022473,0.015912490634015973,315,0.8643042350907519,0.177900194426442,0.9050025450288518,0.1456813536368331,0.620746332394844,0.4750649787580108,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 17.8%, inside the not-hot gate. Market-depth adequacy is high (0.905).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.743); optionality is moderate (0.656). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.743); optionality is moderate (0.656),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
55,26053,"Gogebic County, Michigan",MI,0.8837942955920484,0.6447424774189068,42,0.9822817631806395,0.03813960846587194,0.04635226343520312,136,0.9416594641313742,0.5220349967595593,0.557052107023218,0.1224241755590345,0.6618997767862609,0.5394756012272264,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 52.2%, inside the not-hot gate. Market-depth adequacy is moderate (0.557).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.887); fragility/support balance is strong (0.719); site-thesis support is moderate (0.647). Brakes: wetlands constraint is heavy (0.776); constraint pressure is moderate (0.640).,Structural support: scarcity/amenity balance is strong (0.887); fragility/support balance is strong (0.719); site-thesis support is moderate (0.647),Structural brakes: wetlands constraint is heavy (0.776); constraint pressure is moderate (0.640),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
56,17199,"Williamson County, Illinois",IL,0.8836646499567847,0.41582068146465545,282,0.8785652549697494,0.07390034148512716,0.07791082159099454,24,0.9900605012964564,0.3233959818535321,0.8713118401279016,0.074210726683256,0.6360254204866103,0.5618146938033542,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 32.3%, inside the not-hot gate. Market-depth adequacy is high (0.871).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.826); optionality is moderate (0.641); site-thesis support is moderate (0.620). Brakes: wetlands constraint is moderate (0.658); constraint pressure is moderate (0.570).,Structural support: scarcity/amenity balance is strong (0.826); optionality is moderate (0.641); site-thesis support is moderate (0.620),Structural brakes: wetlands constraint is moderate (0.658); constraint pressure is moderate (0.570),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
57,40015,"Caddo County, Oklahoma",OK,0.8824978392394123,0.5770647972097463,77,0.9671564390665515,0.032713241742289116,0.03700277834829089,175,0.9248055315471045,0.12346079066753078,0.7101882076511765,0.0815755850488756,0.542659650103533,0.4610840650546573,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 12.3%, inside the not-hot gate. Market-depth adequacy is high (0.710).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is strong (0.670). Brakes: fragility pressure is moderate (0.580).,Structural support: optionality is strong (0.670),Structural brakes: fragility pressure is moderate (0.580),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
58,08007,"Archuleta County, Colorado",CO,0.8822817631806396,0.46753163703190476,188,0.9191875540190146,0.04246675336220112,0.049902871017041016,116,0.9503025064822818,0.43486714193130266,0.6274704489296528,0.1939285265799014,0.636728906340015,0.4428003797601136,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 43.5%, inside the not-hot gate. Market-depth adequacy is moderate (0.627).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.703); optionality is strong (0.673); site-thesis support is moderate (0.638). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.703); optionality is strong (0.673); site-thesis support is moderate (0.638),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
59,08051,"Gunnison County, Colorado",CO,0.8819576490924805,0.39078438971832274,336,0.8552290406222991,0.0858448598163841,0.09525666692374866,9,0.996542783059637,0.2929358392741413,0.7529882313933323,0.1733423392560403,0.634879657866891,0.4615373186108507,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 29.3%, inside the not-hot gate. Market-depth adequacy is high (0.753).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.754); optionality is moderate (0.649); site-thesis support is moderate (0.642). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.754); optionality is moderate (0.649); site-thesis support is moderate (0.642),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
60,21165,"Menifee County, Kentucky",KY,0.8815471045808125,0.7049667908383441,19,0.9922212618841832,0.040629376547057706,0.059296091512245346,123,0.9472774416594641,0.6176279974076474,0.21298712574787748,0.2463005429807748,0.674611979084901,0.4283114361041261,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 61.8%, inside the not-hot gate. Market-depth adequacy is low (0.213).",Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.798); optionality is strong (0.694); fragility/support balance is moderate (0.667). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.798); optionality is strong (0.694); fragility/support balance is moderate (0.667),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
61,16023,"Butte County, Idaho",ID,0.8812445980985306,0.5449363445063011,103,0.9559204840103717,0.06460509962647869,0.09568492988381459,41,0.982713915298185,0.4364873622812703,0.18796433526484835,0.324162534601031,0.680527698433712,0.3563651638326809,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 43.6%, inside the not-hot gate. Market-depth adequacy is low (0.188).",Wave 3 support is strong; structural brakes are light. Supports: optionality is strong (0.729); site-thesis support is strong (0.700); fragility/support balance is strong (0.697). Brakes: no major structural brakes flagged.,Structural support: optionality is strong (0.729); site-thesis support is strong (0.700); fragility/support balance is strong (0.697),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
62,01015,"Calhoun County, Alabama",AL,0.8810069144338807,0.616311609162995,49,0.9792566983578219,0.04534830525240706,0.05059988048755119,104,0.9554883318928262,0.2031756318859365,0.7405342075641788,-0.0169398584301371,0.5233577586727284,0.5402976171028655,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 20.3%, inside the not-hot gate. Market-depth adequacy is high (0.741).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.681). Brakes: fragility pressure is moderate (0.668); constraint complexity is moderate (0.588).,Structural support: scarcity/amenity balance is strong (0.681),Structural brakes: fragility pressure is moderate (0.668); constraint complexity is moderate (0.588),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
63,06033,"Lake County, California",CA,0.8797104580812446,0.590638613750321,71,0.9697493517718236,0.018735299659557753,0.019818251204928746,282,0.8785652549697494,0.07841866493843162,0.8633896182144382,0.0513138782090034,0.636467804201916,0.5851539259929125,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 7.8%, inside the not-hot gate. Market-depth adequacy is high (0.863).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.871); optionality is strong (0.671); site-thesis support is moderate (0.643). Brakes: fragility pressure is moderate (0.663); constraint complexity is moderate (0.572); wetlands constraint is moderate (0.569).,Structural support: scarcity/amenity balance is strong (0.871); optionality is strong (0.671); site-thesis support is moderate (0.643),Structural brakes: fragility pressure is moderate (0.663); constraint complexity is moderate (0.572); wetlands constraint is moderate (0.569),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
64,53047,"Okanogan County, Washington",WA,0.8785004321521177,0.3647481450894721,390,0.8318928262748487,0.036347470585142067,0.03642937228047195,149,0.9360414866032843,0.20868438107582632,0.9943794189823448,0.1550553473685808,0.6263334920049488,0.4712781446363679,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 20.9%, inside the not-hot gate. Market-depth adequacy is high (0.994).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.711); optionality is moderate (0.666); site-thesis support is moderate (0.645). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.711); optionality is moderate (0.666); site-thesis support is moderate (0.645),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
65,42127,"Wayne County, Pennsylvania",PA,0.878370786516854,0.5628031284626142,89,0.9619706136560069,0.03910881751238433,0.04044509940237483,128,0.9451166810717373,0.4471808165910564,0.91740149550034,-0.0964565745341606,0.4865098593974629,0.5829664339316236,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 44.7%, inside the not-hot gate. Market-depth adequacy is high (0.917).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is moderate (0.641); constraint complexity is moderate (0.600); wetlands constraint is moderate (0.564).,Structural support: no major structural supports flagged,Structural brakes: constraint pressure is moderate (0.641); constraint complexity is moderate (0.600); wetlands constraint is moderate (0.564),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
66,42129,"Westmoreland County, Pennsylvania",PA,0.8768798617113224,0.4692609542157036,186,0.9200518582541054,0.03833524872031391,0.04633335925877252,134,0.942523768366465,0.25534672715489304,0.5684475145764284,0.2314038857268859,0.6133476050763637,0.3819437193494777,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 25.5%, inside the not-hot gate. Market-depth adequacy is moderate (0.568).",Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.684); optionality is moderate (0.668). Brakes: no major structural brakes flagged.,Structural support: fragility/support balance is strong (0.684); optionality is moderate (0.668),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
67,08113,"San Miguel County, Colorado",CO,0.8766421780466724,0.42683144147633245,258,0.8889369057908384,0.07890287836240019,0.0992341159084845,19,0.9922212618841832,0.3522359040829553,0.48779617372632855,0.3315533116095572,0.6877403879733908,0.3561870763638335,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 35.2%, inside the not-hot gate. Market-depth adequacy is moderate (0.488).",Wave 3 support is strong; structural brakes are light. Supports: fragility/support balance is strong (0.709); scarcity/amenity balance is strong (0.708); optionality is strong (0.703). Brakes: no major structural brakes flagged.,Structural support: fragility/support balance is strong (0.709); scarcity/amenity balance is strong (0.708); optionality is strong (0.703),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
68,54051,"Marshall County, West Virginia",WV,0.8747191011235955,0.3674900536340504,380,0.8362143474503025,0.046106895285977695,0.050016989186861316,100,0.9572169403630078,0.1594296824368114,0.8045617117078119,0.2290451887772691,0.6070013459498534,0.3779561571725843,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 15.9%, inside the not-hot gate. Market-depth adequacy is high (0.805).",Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.726); optionality is strong (0.674). Brakes: no major structural brakes flagged.,Structural support: fragility/support balance is strong (0.726); optionality is strong (0.674),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
69,02122,"Kenai Peninsula Borough, Alaska",AK,0.874589455488332,0.39388842049298256,330,0.8578219533275713,0.034863874303099694,0.03657604596523322,156,0.9330164217804667,0.1406351263771873,0.8829717908982697,0.1559909142656328,0.6722345361885421,0.5162436219229093,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 14.1%, inside the not-hot gate. Market-depth adequacy is high (0.883).",Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.885); optionality is moderate (0.666); site-thesis support is moderate (0.657). Brakes: fragility pressure is moderate (0.628).,Structural support: scarcity/amenity balance is strong (0.885); optionality is moderate (0.666); site-thesis support is moderate (0.657),Structural brakes: fragility pressure is moderate (0.628),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
70,47155,"Sevier County, Tennessee",TN,0.874351771823682,0.47549005969819164,176,0.9243733794295592,0.11450451659689465,0.12910068335823696,5,0.9982713915298185,0.2592352559948153,0.7173491576175486,0.0121139803150394,0.5514994553466697,0.5393854750316303,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 25.9%, inside the not-hot gate. Market-depth adequacy is high (0.717).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.710); optionality is moderate (0.635). Brakes: constraint pressure is moderate (0.616); fragility pressure is moderate (0.605); constraint complexity is moderate (0.599).,Structural support: scarcity/amenity balance is strong (0.710); optionality is moderate (0.635),Structural brakes: constraint pressure is moderate (0.616); fragility pressure is moderate (0.605); constraint complexity is moderate (0.599),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
