fips,county_name,state,overall_rank,opportunity_score,wave3_overlay_rank,wave3_overlay_score,wave3_overlay_adjustment,wave3_net_support,wave3_support_score,wave3_brake_score,wave3_supports,wave3_brakes,wave3_structural_summary
18155,"Switzerland County, Indiana",IN,620,59.495729040959475,612,59.65089131633993,0.15516227538045643,0.10344151692030429,0.5046500531993152,0.40120853627901093,fragility/support balance is moderate (0.614),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is moderate (0.614). Brakes: no major structural brakes flagged.
29123,"Madison County, Missouri",MO,621,59.48559130080968,606,59.70634214740842,0.2207508465987407,0.14716723106582713,0.591326002643549,0.4441587715777218,scarcity/amenity balance is moderate (0.646); optionality is moderate (0.641),constraint pressure is moderate (0.565),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is moderate (0.646); optionality is moderate (0.641). Brakes: constraint pressure is moderate (0.565).
21163,"Meade County, Kentucky",KY,622,59.477571678729056,592,59.86246904627118,0.38489736754212256,0.2565982450280817,0.6622689446848773,0.4056706996567956,fragility/support balance is strong (0.754); optionality is strong (0.676); scarcity/amenity balance is moderate (0.655),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.754); optionality is strong (0.676); scarcity/amenity balance is moderate (0.655). Brakes: no major structural brakes flagged.
26083,"Keweenaw County, Michigan",MI,623,59.46890650773544,598,59.79053601806663,0.32162951033118975,0.2144196735541265,0.6866807277844618,0.47226105423033526,scarcity/amenity balance is strong (0.847); fragility/support balance is strong (0.780); site-thesis support is moderate (0.650),wetlands constraint is heavy (0.772); constraint pressure is moderate (0.577),Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.847); fragility/support balance is strong (0.780); site-thesis support is moderate (0.650). Brakes: wetlands constraint is heavy (0.772); constraint pressure is moderate (0.577).
55091,"Pepin County, Wisconsin",WI,624,59.462356369906146,623,59.52910659098289,0.06675022107674455,0.04450014738449637,0.5718763676264882,0.5273762202419918,scarcity/amenity balance is strong (0.686),wetlands constraint is heavy (0.678),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.686). Brakes: wetlands constraint is heavy (0.678).
47013,"Campbell County, Tennessee",TN,625,59.45455697188908,615,59.632676602688534,0.17811963079944962,0.11874642053296641,0.6099646535092385,0.49121823297627204,scarcity/amenity balance is strong (0.723); optionality is moderate (0.654),constraint pressure is moderate (0.577),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.723); optionality is moderate (0.654). Brakes: constraint pressure is moderate (0.577).
26149,"St. Joseph County, Michigan",MI,626,59.44307239290956,599,59.788484336878916,0.3454119439693493,0.23027462931289955,0.6399965946005309,0.4097219652876314,fragility/support balance is strong (0.777); developability is moderate (0.668); optionality is moderate (0.620),wetlands constraint is heavy (0.698),Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.777); developability is moderate (0.668); optionality is moderate (0.620). Brakes: wetlands constraint is heavy (0.698).
54003,"Berkeley County, West Virginia",WV,627,59.43763008654789,631,59.47028035262328,0.03265026607538937,0.02176684405025958,0.5103666996234935,0.4885998555732339,optionality is moderate (0.620),constraint pressure is moderate (0.576),Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.620). Brakes: constraint pressure is moderate (0.576).
37171,"Surry County, North Carolina",NC,628,59.423789835329195,624,59.51940011667758,0.0956102813483827,0.06374018756558847,0.4912975175227842,0.42755732995719575,optionality is moderate (0.619),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.619). Brakes: no major structural brakes flagged.
20041,"Dickinson County, Kansas",KS,629,59.42307204427699,629,59.49556071256087,0.07248866828387207,0.048325778855914714,0.4638909890765036,0.4155652102205889,no major structural supports flagged,fragility pressure is moderate (0.623),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: fragility pressure is moderate (0.623).
26141,"Presque Isle County, Michigan",MI,630,59.416058263058986,608,59.6822963195151,0.2662380564561211,0.17749203763741406,0.65861493308902,0.4811228954516059,scarcity/amenity balance is strong (0.771); fragility/support balance is strong (0.766); site-thesis support is moderate (0.608),wetlands constraint is heavy (0.799); constraint pressure is moderate (0.554),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.771); fragility/support balance is strong (0.766); site-thesis support is moderate (0.608). Brakes: wetlands constraint is heavy (0.799); constraint pressure is moderate (0.554).
09001,"Fairfield County, Connecticut",CT,631,59.413295834765826,643,59.34203309802743,-0.07126273673839911,-0.04750849115893274,0.48151716135811606,0.5290256525170488,no major structural supports flagged,wetlands constraint is heavy (0.772),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is heavy (0.772).
05085,"Lonoke County, Arkansas",AR,632,59.40212022823721,656,59.22192026070121,-0.18019996753599982,-0.12013331169066654,0.4357891156567767,0.5559224273474432,no major structural supports flagged,wetlands constraint is heavy (0.681); constraint pressure is moderate (0.557),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is heavy (0.681); constraint pressure is moderate (0.557).
31067,"Gage County, Nebraska",NE,633,59.39926814349632,627,59.51183036048956,0.11256221699323699,0.07504147799549132,0.4774288556575764,0.4023873776620851,no major structural supports flagged,fragility pressure is moderate (0.594),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: fragility pressure is moderate (0.594).
18081,"Johnson County, Indiana",IN,634,59.38937687968631,619,59.55894795386782,0.1695710741815116,0.1130473827876744,0.5281585088861634,0.41511112609848905,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
05115,"Pope County, Arkansas",AR,635,59.37437851642457,618,59.620771869941656,0.2463933535170883,0.16426223567805887,0.6565019774892866,0.49223974181122776,scarcity/amenity balance is strong (0.817); optionality is strong (0.674); site-thesis support is moderate (0.630),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.817); optionality is strong (0.674); site-thesis support is moderate (0.630). Brakes: no major structural brakes flagged.
21161,"Mason County, Kentucky",KY,636,59.373889626340535,609,59.67956441869479,0.3056747923542533,0.20378319490283553,0.587268018148474,0.38348482324563843,fragility/support balance is strong (0.715); optionality is moderate (0.666),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.715); optionality is moderate (0.666). Brakes: no major structural brakes flagged.
29069,"Dunklin County, Missouri",MO,637,59.372409959154254,649,59.31170983168366,-0.0607001274705983,-0.040466751647065535,0.4519628729890427,0.49242962463610823,no major structural supports flagged,wetlands constraint is moderate (0.575),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is moderate (0.575).
17057,"Fulton County, Illinois",IL,638,59.36017428654561,634,59.4425306617027,0.08235637515708832,0.05490425010472555,0.565729117272949,0.5108248671682234,optionality is moderate (0.628); scarcity/amenity balance is moderate (0.613),constraint pressure is moderate (0.571),Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.628); scarcity/amenity balance is moderate (0.613). Brakes: constraint pressure is moderate (0.571).
23019,"Penobscot County, Maine",ME,639,59.33324418158703,683,59.07256949905682,-0.26067468253020964,-0.17378312168680643,0.4846497476101641,0.6584328692969705,scarcity/amenity balance is moderate (0.623),wetlands constraint is heavy (0.890); constraint pressure is heavy (0.696); constraint complexity is moderate (0.595),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is moderate (0.623). Brakes: wetlands constraint is heavy (0.890); constraint pressure is heavy (0.696); constraint complexity is moderate (0.595).
55041,"Forest County, Wisconsin",WI,640,59.331854977773865,620,59.55395776634172,0.22210278856785481,0.1480685257119032,0.6790230352821972,0.530954509570294,scarcity/amenity balance is strong (0.854); fragility/support balance is strong (0.724); site-thesis support is strong (0.689),wetlands constraint is heavy (0.777); constraint pressure is moderate (0.664),Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.854); fragility/support balance is strong (0.724); site-thesis support is strong (0.689). Brakes: wetlands constraint is heavy (0.777); constraint pressure is moderate (0.664).
55099,"Price County, Wisconsin",WI,641,59.33134443433534,640,59.35780927526215,0.02646484092680923,0.017643227284539487,0.6001202324052091,0.5824770051206696,scarcity/amenity balance is strong (0.750); site-thesis support is moderate (0.641); fragility/support balance is moderate (0.607),wetlands constraint is heavy (0.798); constraint pressure is heavy (0.715),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.750); site-thesis support is moderate (0.641); fragility/support balance is moderate (0.607). Brakes: wetlands constraint is heavy (0.798); constraint pressure is heavy (0.715).
55121,"Trempealeau County, Wisconsin",WI,642,59.322181803340804,680,59.087041718904935,-0.23514008443586698,-0.156760056290578,0.42048153938179633,0.5772415956723743,no major structural supports flagged,constraint pressure is heavy (0.671); wetlands constraint is moderate (0.615); constraint complexity is moderate (0.575),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is heavy (0.671); wetlands constraint is moderate (0.615); constraint complexity is moderate (0.575).
21019,"Boyd County, Kentucky",KY,643,59.317772380947616,641,59.35390553886456,0.036133157916940745,0.024088771944627163,0.4660342417426275,0.4419454697980003,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
05071,"Johnson County, Arkansas",AR,644,59.3149642319991,604,59.73737657214854,0.4224123401494424,0.28160822676629493,0.7186603949558257,0.43705216818953074,scarcity/amenity balance is strong (0.841); fragility/support balance is strong (0.747); optionality is strong (0.715),no major structural brakes flagged,Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.841); fragility/support balance is strong (0.747); optionality is strong (0.715). Brakes: no major structural brakes flagged.
05031,"Craighead County, Arkansas",AR,645,59.31013821197663,668,59.13652294453571,-0.17361526744091588,-0.11574351162727725,0.41981735049349034,0.5355608621207676,no major structural supports flagged,wetlands constraint is moderate (0.610); constraint pressure is moderate (0.568),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is moderate (0.610); constraint pressure is moderate (0.568).
26121,"Muskegon County, Michigan",MI,646,59.30992147509981,635,59.43722956066082,0.1273080855610072,0.08487205704067147,0.6011795938798963,0.5163075368392248,fragility/support balance is strong (0.691); scarcity/amenity balance is strong (0.685),wetlands constraint is heavy (0.692); constraint pressure is moderate (0.577),Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.691); scarcity/amenity balance is strong (0.685). Brakes: wetlands constraint is heavy (0.692); constraint pressure is moderate (0.577).
17045,"Edgar County, Illinois",IL,647,59.30601794703067,626,59.51680464390006,0.21078669686938933,0.1405244645795929,0.44809314396225625,0.30756867938266336,developability is moderate (0.614); fragility/support balance is moderate (0.610),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: developability is moderate (0.614); fragility/support balance is moderate (0.610). Brakes: no major structural brakes flagged.
45073,"Oconee County, South Carolina",SC,648,59.29758282267952,639,59.40524489038706,0.10766206770753772,0.07177471180502515,0.6496073570419728,0.5778326452369477,scarcity/amenity balance is strong (0.843); optionality is strong (0.693); site-thesis support is moderate (0.645),fragility pressure is moderate (0.663); wetlands constraint is moderate (0.604); constraint complexity is moderate (0.551),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.843); optionality is strong (0.693); site-thesis support is moderate (0.645). Brakes: fragility pressure is moderate (0.663); wetlands constraint is moderate (0.604); constraint complexity is moderate (0.551).
26007,"Alpena County, Michigan",MI,649,59.28974134042021,622,59.53254543886879,0.24280409844857892,0.16186939896571928,0.6476084232934901,0.48573902432777083,fragility/support balance is strong (0.760); scarcity/amenity balance is strong (0.759),wetlands constraint is heavy (0.805),Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.760); scarcity/amenity balance is strong (0.759). Brakes: wetlands constraint is heavy (0.805).
54041,"Lewis County, West Virginia",WV,650,59.28683736477572,614,59.63313048295217,0.34629311817645,0.23086207878429998,0.6167306782781916,0.38586859949389163,optionality is strong (0.676); fragility/support balance is moderate (0.665),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: optionality is strong (0.676); fragility/support balance is moderate (0.665). Brakes: no major structural brakes flagged.
36069,"Ontario County, New York",NY,651,59.283932079747544,653,59.28183643806573,-0.0020956416818155854,-0.0013970944545437236,0.5375195447541904,0.5389166392087341,optionality is moderate (0.608),wetlands constraint is moderate (0.598),Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.608). Brakes: wetlands constraint is moderate (0.598).
26137,"Otsego County, Michigan",MI,652,59.24583413808252,636,59.427689511395734,0.18185537331321533,0.12123691554214355,0.6325781707026534,0.5113412551605099,scarcity/amenity balance is strong (0.735); fragility/support balance is strong (0.683); site-thesis support is moderate (0.654),wetlands constraint is moderate (0.660); constraint pressure is moderate (0.623),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.735); fragility/support balance is strong (0.683); site-thesis support is moderate (0.654). Brakes: wetlands constraint is moderate (0.660); constraint pressure is moderate (0.623).
13177,"Lee County, Georgia",GA,653,59.213601465371646,684,59.064080032984016,-0.1495214323876309,-0.09968095492508727,0.48249519022329884,0.5821761451483861,no major structural supports flagged,wetlands constraint is heavy (0.738); fragility pressure is moderate (0.616),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is heavy (0.738); fragility pressure is moderate (0.616).
47079,"Henry County, Tennessee",TN,654,59.20090617115322,675,59.10710113373396,-0.09380503741925589,-0.06253669161283726,0.4986291614001811,0.5611658530130184,no major structural supports flagged,wetlands constraint is heavy (0.688),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is heavy (0.688).
37073,"Gates County, North Carolina",NC,655,59.16157891521918,717,58.72566451406612,-0.4359144011530652,-0.2906096007687101,0.4411943581583905,0.7318039589271006,no major structural supports flagged,wetlands constraint is heavy (0.782); fragility pressure is heavy (0.758); constraint complexity is heavy (0.710),Wave 3 support is moderate; structural brakes are heavy. Supports: no major structural supports flagged. Brakes: wetlands constraint is heavy (0.782); fragility pressure is heavy (0.758); constraint complexity is heavy (0.710).
39051,"Fulton County, Ohio",OH,656,59.15489401170237,645,59.33554230214023,0.18064829043786348,0.12043219362524232,0.5064110818663722,0.38597888824112986,fragility/support balance is moderate (0.621),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is moderate (0.621). Brakes: no major structural brakes flagged.
36051,"Livingston County, New York",NY,657,59.153459948284336,630,59.481189147764276,0.3277291994799406,0.21848613298662706,0.6391703743100539,0.4206842413234268,fragility/support balance is strong (0.743); scarcity/amenity balance is moderate (0.631); optionality is moderate (0.629),wetlands constraint is moderate (0.598),Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.743); scarcity/amenity balance is moderate (0.631); optionality is moderate (0.629). Brakes: wetlands constraint is moderate (0.598).
28109,"Pearl River County, Mississippi",MS,658,59.14194145350543,712,58.778410789671334,-0.3635306638341,-0.2423537758894,0.43682636987109813,0.6791801457604981,no major structural supports flagged,wetlands constraint is heavy (0.757); fragility pressure is heavy (0.751); constraint complexity is moderate (0.647),Wave 3 support is moderate; structural brakes are heavy. Supports: no major structural supports flagged. Brakes: wetlands constraint is heavy (0.757); fragility pressure is heavy (0.751); constraint complexity is moderate (0.647).
13071,"Colquitt County, Georgia",GA,659,59.12978167393931,711,58.792728743265414,-0.3370529306739011,-0.22470195378260072,0.40183781238574234,0.6265397661683431,no major structural supports flagged,wetlands constraint is heavy (0.710); fragility pressure is heavy (0.697); constraint complexity is moderate (0.599),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is heavy (0.710); fragility pressure is heavy (0.697); constraint complexity is moderate (0.599).
20135,"Ness County, Kansas",KS,660,59.122958892150535,633,59.446998711694405,0.32403981954387184,0.21602654636258123,0.4948048043695631,0.27877825800698186,developability is strong (0.710); fragility/support balance is moderate (0.663),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: developability is strong (0.710); fragility/support balance is moderate (0.663). Brakes: no major structural brakes flagged.
18101,"Martin County, Indiana",IN,661,59.122716768568864,662,59.17250592301409,0.049789154445226746,0.033192769630151164,0.5544724181146158,0.5212796484844646,scarcity/amenity balance is moderate (0.632); optionality is moderate (0.625),constraint pressure is moderate (0.637),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is moderate (0.632); optionality is moderate (0.625). Brakes: constraint pressure is moderate (0.637).
21077,"Gallatin County, Kentucky",KY,662,59.09404407954451,648,59.31494288179763,0.22089880225312014,0.14726586816874676,0.5806871904561299,0.43342132228738317,fragility/support balance is strong (0.713); optionality is moderate (0.661),wetlands constraint is moderate (0.568),Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.713); optionality is moderate (0.661). Brakes: wetlands constraint is moderate (0.568).
39055,"Geauga County, Ohio",OH,663,59.088019623462486,690,59.031032848146324,-0.056986775316160865,-0.03799118354410724,0.536016821385085,0.5740080049291922,scarcity/amenity balance is moderate (0.634),wetlands constraint is heavy (0.683); constraint pressure is heavy (0.681); constraint complexity is moderate (0.551),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is moderate (0.634). Brakes: wetlands constraint is heavy (0.683); constraint pressure is heavy (0.681); constraint complexity is moderate (0.551).
27001,"Aitkin County, Minnesota",MN,664,59.08770497270146,667,59.14138196537153,0.053676992670068535,0.03578466178004569,0.6251111640061894,0.5893265022261437,scarcity/amenity balance is strong (0.830); site-thesis support is strong (0.672); fragility/support balance is moderate (0.646),wetlands constraint is heavy (0.812); constraint pressure is moderate (0.649),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.830); site-thesis support is strong (0.672); fragility/support balance is moderate (0.646). Brakes: wetlands constraint is heavy (0.812); constraint pressure is moderate (0.649).
18047,"Franklin County, Indiana",IN,665,59.08744421051321,647,59.318589983425525,0.23114577291231014,0.1540971819415401,0.5772030178362983,0.42310583589475825,fragility/support balance is moderate (0.665); optionality is moderate (0.625),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is moderate (0.665); optionality is moderate (0.625). Brakes: no major structural brakes flagged.
17141,"Ogle County, Illinois",IL,666,59.082544995497074,659,59.205487745279015,0.12294274978194003,0.08196183318796002,0.4930236102315124,0.4110617770435524,optionality is moderate (0.602),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.602). Brakes: no major structural brakes flagged.
17133,"Monroe County, Illinois",IL,667,59.08110650599259,705,58.8490201376947,-0.2320863682978874,-0.15472424553192493,0.4404006727870072,0.5951249183189321,no major structural supports flagged,constraint pressure is moderate (0.644); wetlands constraint is moderate (0.625); constraint complexity is moderate (0.598),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is moderate (0.644); wetlands constraint is moderate (0.625); constraint complexity is moderate (0.598).
51035,"Carroll County, Virginia",VA,668,59.042790166791285,651,59.30061119849297,0.25782103170168863,0.17188068780112575,0.5644356701852927,0.392554982384167,optionality is moderate (0.640); fragility/support balance is moderate (0.604),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: optionality is moderate (0.640); fragility/support balance is moderate (0.604). Brakes: no major structural brakes flagged.
40057,"Harmon County, Oklahoma",OK,669,59.03888369522386,677,59.09533702410723,0.05645332888336965,0.0376355525889131,0.4874052775170682,0.4497697249281551,developability is moderate (0.619),fragility pressure is moderate (0.584),Wave 3 support is moderate; structural brakes are moderate. Supports: developability is moderate (0.619). Brakes: fragility pressure is moderate (0.584).
21047,"Christian County, Kentucky",KY,670,59.02864729984154,661,59.19045183316549,0.16180453332395098,0.10786968888263399,0.5487026294183396,0.4408329405357056,optionality is moderate (0.608),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.608). Brakes: no major structural brakes flagged.
29127,"Marion County, Missouri",MO,671,59.02816371422416,701,58.883944438396384,-0.14421927582778138,-0.09614618388518759,0.43100396734679647,0.527150151231984,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
54031,"Hardy County, West Virginia",WV,672,59.01551900740938,672,59.11697787914719,0.10145887173780946,0.0676392478252063,0.5153654358200616,0.44772618799485525,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
51079,"Greene County, Virginia",VA,673,59.009365879259875,679,59.093434780059575,0.08406890079970308,0.05604593386646872,0.5384227808443234,0.48237684697785466,scarcity/amenity balance is moderate (0.633); optionality is moderate (0.615),constraint pressure is moderate (0.603); constraint complexity is moderate (0.562),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is moderate (0.633); optionality is moderate (0.615). Brakes: constraint pressure is moderate (0.603); constraint complexity is moderate (0.562).
55023,"Crawford County, Wisconsin",WI,674,59.008201737186866,694,58.99615392355165,-0.012047813635215288,-0.008031875756810192,0.5374004965264557,0.5454323722832659,scarcity/amenity balance is strong (0.670),wetlands constraint is moderate (0.650); constraint pressure is moderate (0.571),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.670). Brakes: wetlands constraint is moderate (0.650); constraint pressure is moderate (0.571).
05015,"Carroll County, Arkansas",AR,675,59.006804508386395,650,59.310575585385294,0.3037710769988985,0.20251405133259898,0.5905595093445413,0.3880454580119423,fragility/support balance is moderate (0.663); developability is moderate (0.622); optionality is moderate (0.622),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is moderate (0.663); developability is moderate (0.622); optionality is moderate (0.622). Brakes: no major structural brakes flagged.
40027,"Cleveland County, Oklahoma",OK,676,59.006559022776194,657,59.21986937634769,0.2133103535714913,0.1422069023809942,0.6524143971777707,0.5102074947967765,optionality is strong (0.736); scarcity/amenity balance is strong (0.683); site-thesis support is moderate (0.657),fragility pressure is moderate (0.557),Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is strong (0.736); scarcity/amenity balance is strong (0.683); site-thesis support is moderate (0.657). Brakes: fragility pressure is moderate (0.557).
37071,"Gaston County, North Carolina",NC,677,59.000490742494705,686,59.0518196435068,0.05132890101209686,0.03421926734139791,0.5377634924661917,0.5035442251247938,optionality is moderate (0.624),fragility pressure is heavy (0.674),Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.624). Brakes: fragility pressure is heavy (0.674).
39053,"Gallia County, Ohio",OH,678,58.96693109411813,682,59.074421906650386,0.1074908125322544,0.0716605416881696,0.5589155675445338,0.48725502585636415,scarcity/amenity balance is moderate (0.658); optionality is moderate (0.619),constraint pressure is moderate (0.581),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is moderate (0.658); optionality is moderate (0.619). Brakes: constraint pressure is moderate (0.581).
39027,"Clinton County, Ohio",OH,679,58.96122702902433,652,59.287196882542624,0.3259698535182962,0.21731323567886413,0.5517786001422562,0.3344653644633921,fragility/support balance is strong (0.686),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.686). Brakes: no major structural brakes flagged.
54067,"Nicholas County, West Virginia",WV,680,58.95881238169791,654,59.280807453454734,0.32199507175682346,0.21466338117121564,0.6170290380656349,0.4023656568944193,optionality is strong (0.674); fragility/support balance is moderate (0.652); scarcity/amenity balance is moderate (0.615),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is strong (0.674); fragility/support balance is moderate (0.652); scarcity/amenity balance is moderate (0.615). Brakes: no major structural brakes flagged.
34019,"Hunterdon County, New Jersey",NJ,681,58.95309567958193,702,58.87419068320852,-0.0789049963734118,-0.05260333091560787,0.5670538670811176,0.6196571979967255,scarcity/amenity balance is strong (0.774); optionality is moderate (0.624),constraint pressure is moderate (0.643); fragility pressure is moderate (0.626); constraint complexity is moderate (0.613),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.774); optionality is moderate (0.624). Brakes: constraint pressure is moderate (0.643); fragility pressure is moderate (0.626); constraint complexity is moderate (0.613).
31095,"Jefferson County, Nebraska",NE,682,58.94247012403747,688,59.03488235135445,0.09241222731697965,0.0616081515446531,0.4882796281688121,0.426671476624159,no major structural supports flagged,fragility pressure is moderate (0.586),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: fragility pressure is moderate (0.586).
18013,"Brown County, Indiana",IN,683,58.93306350277696,670,59.126464867278045,0.1934013645010843,0.12893424300072287,0.6409050746418368,0.5119708316411139,scarcity/amenity balance is strong (0.776); optionality is strong (0.680); site-thesis support is moderate (0.656),constraint pressure is moderate (0.636),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.776); optionality is strong (0.680); site-thesis support is moderate (0.656). Brakes: constraint pressure is moderate (0.636).
21139,"Livingston County, Kentucky",KY,684,58.92639381200516,695,58.96175745163645,0.035363639631292854,0.023575759754195236,0.5634500626395474,0.5398743028853522,optionality is moderate (0.641),wetlands constraint is moderate (0.666),Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.641). Brakes: wetlands constraint is moderate (0.666).
18043,"Floyd County, Indiana",IN,685,58.925590046851454,655,59.258238647874755,0.33264860102329896,0.22176573401553262,0.5691110128952334,0.34734527887970074,fragility/support balance is strong (0.686); developability is strong (0.672),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.686); developability is strong (0.672). Brakes: no major structural brakes flagged.
26131,"Ontonagon County, Michigan",MI,686,58.92017618959849,664,59.16299639366436,0.2428202040658644,0.1618801360439096,0.6453542034539616,0.48347406741005194,scarcity/amenity balance is strong (0.830); fragility/support balance is strong (0.730),wetlands constraint is moderate (0.639); constraint pressure is moderate (0.608),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.830); fragility/support balance is strong (0.730). Brakes: wetlands constraint is moderate (0.639); constraint pressure is moderate (0.608).
26155,"Shiawassee County, Michigan",MI,687,58.91397450214538,676,59.104139031826286,0.1901645296809073,0.12677635312060487,0.5751699224691134,0.4483935693485085,fragility/support balance is strong (0.700),wetlands constraint is moderate (0.659),Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.700). Brakes: wetlands constraint is moderate (0.659).
29217,"Vernon County, Missouri",MO,688,58.90433658308687,723,58.69301761151919,-0.21131897156768087,-0.1408793143784539,0.42968906253967354,0.5705683769181275,no major structural supports flagged,wetlands constraint is moderate (0.641); constraint pressure is moderate (0.566),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is moderate (0.641); constraint pressure is moderate (0.566).
26119,"Montmorency County, Michigan",MI,689,58.8826882834277,685,59.056334315939154,0.1736460325114575,0.115764021674305,0.6526841807747903,0.5369201591004853,scarcity/amenity balance is strong (0.845); fragility/support balance is strong (0.687); site-thesis support is moderate (0.650),wetlands constraint is heavy (0.736); constraint pressure is moderate (0.651),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.845); fragility/support balance is strong (0.687); site-thesis support is moderate (0.650). Brakes: wetlands constraint is heavy (0.736); constraint pressure is moderate (0.651).
