cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,provider_name,state_abbr,city,zip5,street_address,suggested_fips,suggested_county_name,census_candidate_status,census_match_type,census_matched_address,census_candidate_score,same_city_review_action,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
443302,2024,assign_county,47157,"Shelby County, Tennessee",0.89,"Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 47157 was contradicted by exact Census geographies address match to Shelby County, Tennessee (47157) for provider 443302 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,ST JUDE CHILDRENS RESEARCH HOSPITAL,TN,MEMPHIS,38105,262 DANNY THOMAS PLACE,47157,"Shelby County, Tennessee",same_city_census_context_only,Non_Exact,"262 N DANNY THOMAS BLVD, MEMPHIS, TN, 38105",0.88,operator_spot_check_census_context_same_fips,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_type_not_exact; census_fips_does_not_correct_suggested_fips; census_confidence_below_0_93; census_score_below_0_97,False
290057,2023,assign_county,32003,"Clark County, Nevada",0.89,"Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 32003 was contradicted by exact Census geographies address match to Clark County, Nevada (32003) for provider 290057 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,HENDERSON HOSPITAL,NV,HENDERSON,89011,1050 WEST GALLERIA DRIVE,32003,"Clark County, Nevada",same_city_census_context_only,Non_Exact,"1050 GALLERIA DR, HENDERSON, NV, 89011",0.88,operator_spot_check_census_context_same_fips,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_type_not_exact; census_fips_does_not_correct_suggested_fips; census_confidence_below_0_93; census_score_below_0_97,False
100206,2023,assign_county,12057,"Hillsborough County, Florida",0.89,"Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 12057 was contradicted by exact Census geographies address match to Hillsborough County, Florida (12057) for provider 100206 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,MEMORIAL HOSPITAL OF TAMPA,FL,TAMPA,33609,2901 SWANN AVENUE,12057,"Hillsborough County, Florida",same_city_census_context_only,Non_Exact,"2901 W SWANN AVE, TAMPA, FL, 33609",0.88,operator_spot_check_census_context_same_fips,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_type_not_exact; census_fips_does_not_correct_suggested_fips; census_confidence_below_0_93; census_score_below_0_97,False
400001,2024,assign_county,72127,San Juan Muno,0.84,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72127 was contradicted by exact Census geographies address match to San Juan Muno (72127) for provider 400001 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,ASHFORD PRESBYTERIAN COMMUNITY CORP,PR,SAN JUAN,00902,1451 ASHFORD AVE.,72127,San Juan Muno,same_city_census_context_only,Non_Exact,"1451 AVE ASHFORD, SAN JUAN, PR, 00907",0.8,operator_spot_check_census_context_same_fips,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_type_not_exact; census_fips_does_not_correct_suggested_fips; census_confidence_below_0_93; census_score_below_0_97; matched_address_missing_provider_zip5,False
400003,2023,assign_county,72113,Ponce Muno,0.84,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72113 was contradicted by exact Census geographies address match to Ponce Muno (72113) for provider 400003 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,HOSPITAL DR. PILA,PR,PONCE,00731,2445 AVE. LAS AMERICAS,72113,Ponce Muno,same_city_census_context_only,Non_Exact,"2445 AVE LAS AMERICAS, PONCE, PR, 00717",0.8,operator_spot_check_census_context_same_fips,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_type_not_exact; census_fips_does_not_correct_suggested_fips; census_confidence_below_0_93; census_score_below_0_97; matched_address_missing_provider_zip5,False
104001,2024,assign_county,12011,"Broward County, Florida",0.89,"Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 12011 was contradicted by exact Census geographies address match to Broward County, Florida (12011) for provider 104001 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,SOUTH FLORIDA STATE HOSPITAL,FL,PEMBROKE PINES,33025,800 EAST CYPRESS DRIVE,12011,"Broward County, Florida",same_city_census_context_only,Non_Exact,"800 CYPRESS DR, PEMBROKE PINES, FL, 33025",0.88,operator_spot_check_census_context_same_fips,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_type_not_exact; census_fips_does_not_correct_suggested_fips; census_confidence_below_0_93; census_score_below_0_97,False
400136,2024,assign_county,72097,Mayagüez Muno,0.89,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72097 was contradicted by exact Census geographies address match to Mayagüez Muno (72097) for provider 400136 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,HOSPITAL SAN ANTONIO INC,PR,MAYAGUEZ,00680,18 CALLE DR RAMON E BETANCES N,72097,Mayagüez Muno,same_city_census_context_only,Non_Exact,"18 CLL DR RAMON EMETERIO BETANCES, MAYAGUEZ, PR, 00680",0.88,operator_spot_check_census_context_same_fips,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_type_not_exact; census_fips_does_not_correct_suggested_fips; census_confidence_below_0_93; census_score_below_0_97,False
400134,2023,assign_county,72127,San Juan Muno,0.84,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72127 was contradicted by exact Census geographies address match to San Juan Muno (72127) for provider 400134 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,SAN JORGE CHILDRENS & WOMEN HOSPITAL,PR,SAN JUAN,00914,258 SAN JORGE STREET,72127,San Juan Muno,same_city_census_context_only,Non_Exact,"258 CLL SAN JORGE, SAN JUAN, PR, 00912",0.8,operator_spot_check_census_context_same_fips,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_type_not_exact; census_fips_does_not_correct_suggested_fips; census_confidence_below_0_93; census_score_below_0_97; matched_address_missing_provider_zip5,False
490009,2024,assign_county,51540,"Charlottesville city, Virginia",0.84,"Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 51003 was contradicted by exact Census geographies address match to Charlottesville city, Virginia (51540) for provider 490009 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,UNIVERSITY OF VIRGINIA MEDICAL CENTE,VA,CHARLOTTESVILLE,22908,855 WEST MAIN STREET,51003,"Albemarle County, Virginia",same_city_census_conflicts_candidate,Non_Exact,"855 W MAIN ST, CHARLOTTESVILLE, VA, 22903",0.8,manual_same_city_census_conflict_review,held_or_rejected,not_strict_conflict_correction_candidate; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97; matched_address_missing_provider_zip5,False
100209,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 12086 was contradicted by exact Census geographies address match to  () for provider 100209 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,HCA FLORIDA KENDALL HOSPITAL,FL,MIAMI,33175,11750 BIRD ROAD,12086,"Miami-Dade County, Florida",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
190064,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 22033 was contradicted by exact Census geographies address match to  () for provider 190064 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,OUR LADY OF THE LAKE RMC,LA,BATON ROUGE,70808,5000 HENNESSY BLVD,22033,"East Baton Rouge Parish, Louisiana",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
260105,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 29189 was contradicted by exact Census geographies address match to  () for provider 260105 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,SSM SAINT LOUIS UNIVERSITY HOSPITAL,MO,ST. LOUIS,63104,1201 SOUTH GRAND BLVD,29189,"St. Louis County, Missouri",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
370093,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 40109 was contradicted by exact Census geographies address match to  () for provider 370093 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,OU MEDICAL CENTER,OK,OKLAHOMA CITY,73104,1200 CHILDRENS AVE,40109,"Oklahoma County, Oklahoma",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
450788,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 48355 was contradicted by exact Census geographies address match to  () for provider 450788 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,CORPUS CHRISTI MEDICAL CENTER,TX,CORPUS CHRISTI,78412,7101 SOUTH PADRE ISLAND DRIVE,48355,"Nueces County, Texas",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
290041,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 32003 was contradicted by exact Census geographies address match to  () for provider 290041 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,SUMMERLIN HOSPITAL MEDICAL CENTER,NV,LAS VEGAS,89114,657 TOWN CENTER DRIVE,32003,"Clark County, Nevada",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
030115,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 04013 was contradicted by exact Census geographies address match to  () for provider 030115 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,BANNER ESTRELLA MEDICAL CENTER,AZ,PHOENIX,85037,9201 WEST THOMAS ROAD,04013,"Maricopa County, Arizona",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
450079,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 48113 was contradicted by exact Census geographies address match to  () for provider 450079 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,BAYLOR S&W MEDICAL CENTER - IRVING,TX,IRVING,75061,1901 NORTH MACARTHUR BLVD,48113,"Dallas County, Texas",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
210024,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 24005 was contradicted by exact Census geographies address match to  () for provider 210024 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,MEDSTAR UNION MEMORIAL HOSPITAL,MD,BALTIMORE,21218,201 EAST UNIVERSITY PARKWAY,24005,"Baltimore County, Maryland",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
370056,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 40031 was contradicted by exact Census geographies address match to  () for provider 370056 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,COMANCHE COUNTY MEMORIAL HOSPITAL,OK,LAWTON,73502,3401 W GORE,40031,"Comanche County, Oklahoma",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
190204,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 22103 was contradicted by exact Census geographies address match to  () for provider 190204 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,OCHSNER MEDICAL CENTER -NORTHSHORE,LA,SLIDELL,70461,100 MEDICAL CENTER DRIVE,22103,"St. Tammany Parish, Louisiana",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
190054,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 22045 was contradicted by exact Census geographies address match to  () for provider 190054 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,IBERIA MEDICAL CENTER,LA,NEW IBERIA,70562,2315 W MAIN STREET,22045,"Iberia Parish, Louisiana",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
210034,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 24005 was contradicted by exact Census geographies address match to  () for provider 210034 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,MEDSTAR HARBOR HOSPITAL,MD,BALTIMORE,21225,3001 SOUTH HANOVER STREET,24005,"Baltimore County, Maryland",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
474001,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 50025 was contradicted by exact Census geographies address match to  () for provider 474001 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,BRATTLEBORO RETREAT,VT,BRATTLEBORO,05302,ANNA MARSH LANE,50025,"Windham County, Vermont",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; provider_street_missing_number; matched_address_missing_number,False
514009,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 54011 was contradicted by exact Census geographies address match to  () for provider 514009 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,MILDRED MITCHELL-BATEMAN HOSPITAL,WV,HUNTINGTON,25706,1530 NORWAY AVENUE,54011,"Cabell County, West Virginia",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
054089,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 06075 was contradicted by exact Census geographies address match to  () for provider 054089 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,JEWISH HOME FOR THE AGED,CA,SAN FRANCISCO,94112,302 SILVER AVENUE,06075,"San Francisco County, California",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
343025,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 37021 was contradicted by exact Census geographies address match to  () for provider 343025 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,CAREPARTNERS REHAB HOSPITAL,NC,ASHEVILLE,28803,68 SWEETEN CREEK ROAD,37021,"Buncombe County, North Carolina",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
212002,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 24043 was contradicted by exact Census geographies address match to  () for provider 212002 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,WESTERN MARYLAND HOSPITAL CENTER,MD,HAGERSTOWN,21740,1500 PENNSYLVANIA AVENUE,24043,"Washington County, Maryland",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
190044,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 22001 was contradicted by exact Census geographies address match to  () for provider 190044 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,ACADIA GENERAL HOSPITAL,LA,CROWLEY,70526,190044,22001,"Acadia Parish, Louisiana",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
670112,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 48029 was contradicted by exact Census geographies address match to  () for provider 670112 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,CUMBERLAND SURGICAL HOSPITAL,TX,SAN ANTONIO,78249,5330 NORTH LOOP 1604 WEST,48029,"Bexar County, Texas",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
103052,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 12031 was contradicted by exact Census geographies address match to  () for provider 103052 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,ENCOMPASS HEALTH REHABILITATION HOSP,FL,JACKSONVILLE,32256,11595 BURNT MILL ROAD,12031,"Duval County, Florida",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
